city,timestamp,pm25,pm10,no2,aqi,anomaly_score,severity
Lahore,2026-04-05 07:21:22.505492,215.38,380.69,21.17,265.3,-0.11912284967483588,High
Lahore,2026-04-06 07:21:22.505492,109.04,189.58,20.32,178.6,-0.002921152186923792,Medium
Lahore,2026-04-07 13:21:22.505492,122.48,216.15,39.27,185.6,-0.004278626818884801,Medium
Lahore,2026-04-08 19:21:22.505492,213.21,372.68,50.92,263.1,-0.1477848861188541,High
Lahore,2026-04-09 01:21:22.505492,121.01,214.23,59.79,184.8,-0.020656709907035276,Medium
Lahore,2026-04-09 13:21:22.505492,114.59,184.23,35.34,181.5,-0.002747551332046183,Medium
Lahore,2026-04-11 13:21:22.505492,135.65,227.82,28.43,192.4,-0.03584966163609671,Medium
Lahore,2026-04-12 13:21:22.505492,139.46,205.66,48.57,194.4,-0.0021908094489083707,Medium
Lahore,2026-04-14 13:21:22.505492,130.68,226.54,22.33,189.8,-0.04583823243373408,Medium
Lahore,2026-04-15 07:21:22.505492,219.99,358.33,21.3,269.9,-0.1153841555771018,High
Lahore,2026-04-18 07:21:22.505492,120.24,185.95,30.32,184.4,-0.010209696344368524,Medium
Lahore,2026-04-19 01:21:22.505492,118.74,209.11,12.56,183.7,-0.02703071975711746,Medium
Lahore,2026-04-19 13:21:22.505492,92.82,166.09,56.67,170.3,-0.007386507718809887,Medium
Lahore,2026-04-20 01:21:22.505492,91.03,156.14,4.53,169.3,-0.03037145700723054,Medium
Lahore,2026-04-21 07:21:22.505492,102.36,182.8,55.09,175.2,-0.03306348632542322,Medium
Lahore,2026-04-24 07:21:22.505492,221.17,316.23,48.13,271.0,-0.10804363861842592,High
Lahore,2026-04-25 13:21:22.505492,107.66,171.86,56.28,177.9,-0.014308576181839783,Medium
Lahore,2026-04-26 13:21:22.505492,104.97,177.25,48.79,176.5,-0.009361121153675822,Medium
Lahore,2026-04-26 19:21:22.505492,95.65,148.68,73.29,171.7,-0.03366288387911931,Medium
Lahore,2026-04-27 01:21:22.505492,102.2,179.17,62.93,175.1,-0.048532586964197266,Medium
Lahore,2026-04-29 13:21:22.505492,126.53,177.56,27.0,187.7,-0.003992578850459005,Medium
Lahore,2026-04-29 19:21:22.505492,116.26,178.33,51.02,182.4,-0.021328814804367546,Medium
Lahore,2026-05-04 19:21:22.505492,114.46,163.46,48.17,181.4,-0.027361918585123934,Medium
Lahore,2026-05-07 13:21:22.505492,109.73,172.05,87.7,179.0,-0.019579454322941614,Medium
Lahore,2026-05-10 13:21:22.505492,130.85,228.69,51.97,189.9,-0.034638605046844795,Medium
Lahore,2026-05-15 01:21:22.505492,68.74,122.69,64.06,157.8,-0.011823543728114894,Medium
Lahore,2026-05-16 13:21:22.505492,116.31,197.43,43.58,182.4,-0.007667523632458595,Medium
Lahore,2026-05-19 07:21:22.505492,107.51,192.06,70.52,177.9,-0.027724337300211177,Medium
Lahore,2026-05-20 19:21:22.505492,90.24,133.83,10.36,168.9,-0.00756013737446759,Medium
Lahore,2026-05-23 07:21:22.505492,113.82,201.16,0.0,181.1,-0.049871791378122254,Medium
Lahore,2026-05-23 13:21:22.505492,234.2,398.11,22.93,283.9,-0.12660603944261672,High
Lahore,2026-05-25 13:21:22.505492,96.72,143.61,76.57,172.3,-0.023213823970337555,Medium
Lahore,2026-05-29 07:21:22.505492,115.24,168.83,25.57,181.8,-0.015717827640016835,Medium
Dhaka,2025-06-04 07:21:22.505492,98.1,164.07,25.59,173.0,-0.011870273378173035,Medium
Dhaka,2025-06-14 13:21:22.505492,108.97,173.06,51.34,178.6,-0.013455646820730083,Medium
Dhaka,2025-06-15 13:21:22.505492,102.77,183.84,69.1,175.4,-0.005125216478899963,Medium
Dhaka,2025-06-17 07:21:22.505492,78.09,122.79,68.43,162.7,-0.012855723777331352,Medium
Dhaka,2025-06-19 07:21:22.505492,222.8,342.39,21.86,272.6,-0.11457100140643517,High
Dhaka,2025-07-09 07:21:22.505492,192.75,291.91,33.01,242.9,-0.10131415777335817,High
Dhaka,2025-07-10 13:21:22.505492,87.7,147.99,81.42,167.6,-0.02166328715135657,Medium
Dhaka,2025-07-16 13:21:22.505492,109.76,172.83,72.45,179.0,-0.005070890561724939,Medium
Dhaka,2025-07-19 19:21:22.505492,195.21,349.25,25.66,245.3,-0.11617631234776726,High
Dhaka,2025-07-23 07:21:22.505492,113.9,180.19,17.72,181.2,-0.011205457335040636,Medium
Dhaka,2025-07-26 01:21:22.505492,202.21,287.01,62.64,252.2,-0.1312477767980097,High
Dhaka,2025-07-29 07:21:22.505492,102.41,147.79,2.25,175.2,-0.0118082318639674,Medium
Dhaka,2025-08-05 07:21:22.505492,168.82,257.47,72.56,219.2,-0.08034268314796034,Medium
Dhaka,2025-08-15 01:21:22.505492,74.02,121.3,81.1,160.6,-0.016678106932512815,Medium
Dhaka,2025-08-15 19:21:22.505492,186.08,261.66,18.17,236.3,-0.08629680892390112,Medium
Dhaka,2025-08-17 13:21:22.505492,94.03,168.89,62.61,170.9,-0.006716078730699682,Medium
Dhaka,2025-09-11 19:21:22.505492,184.09,267.37,27.23,234.3,-0.08991240828086444,Medium
Dhaka,2025-09-15 19:21:22.505492,176.48,279.98,43.36,226.7,-0.08248668745301524,Medium
Dhaka,2025-09-17 19:21:22.505492,192.92,319.57,34.76,243.0,-0.10205398378902397,High
Dhaka,2025-10-20 19:21:22.505492,194.21,306.62,35.43,244.3,-0.1026585182717874,High
Dhaka,2025-10-21 07:21:22.505492,164.91,240.88,40.8,215.3,-0.04445780561889345,Medium
Dhaka,2025-11-04 01:21:22.505492,182.57,263.62,51.05,232.8,-0.08268163121756444,Medium
Dhaka,2025-11-16 01:21:22.505492,192.88,342.46,42.67,243.0,-0.10779125942063772,High
Dhaka,2025-11-17 13:21:22.505492,214.58,339.13,13.26,264.5,-0.11305834361010814,High
Dhaka,2025-11-24 01:21:22.505492,181.36,260.16,40.72,231.6,-0.06697078735680773,Medium
Dhaka,2025-11-25 19:21:22.505492,205.52,288.45,34.21,255.5,-0.10232863912550794,High
Dhaka,2025-11-26 13:21:22.505492,87.26,143.63,6.06,167.4,-0.03033719925111611,Medium
Dhaka,2025-11-29 07:21:22.505492,203.0,359.39,57.65,253.0,-0.13213096968433835,High
Dhaka,2025-12-13 19:21:22.505492,179.66,279.66,11.42,229.9,-0.09767638394952793,Medium
Dhaka,2025-12-18 07:21:22.505492,183.33,325.43,27.9,233.5,-0.09610570072397562,Medium
Dhaka,2025-12-20 13:21:22.505492,194.03,322.11,38.68,244.1,-0.08370450251590689,Medium
Dhaka,2026-01-02 13:21:22.505492,203.27,301.51,34.31,253.3,-0.10697601523029987,High
Dhaka,2026-01-07 01:21:22.505492,200.86,319.61,48.51,250.9,-0.11832412092874045,High
Dhaka,2026-01-09 19:21:22.505492,182.16,327.63,58.6,232.4,-0.09782721924566207,Medium
Dhaka,2026-01-10 07:21:22.505492,212.4,311.5,9.17,262.3,-0.13468815876426843,High
Dhaka,2026-01-28 13:21:22.505492,98.0,175.62,36.83,172.9,-0.011180483969220112,Medium
Dhaka,2026-01-31 07:21:22.505492,204.64,355.66,25.96,254.7,-0.13500760300984038,High
Dhaka,2026-01-31 13:21:22.505492,83.53,147.91,73.7,165.5,-0.0009945632692952566,Medium
Dhaka,2026-02-01 01:21:22.505492,195.36,280.84,23.9,245.5,-0.10213346083675479,High
Dhaka,2026-02-03 07:21:22.505492,99.16,172.76,33.39,173.5,-0.0042097941627387,Medium
Dhaka,2026-02-03 19:21:22.505492,211.46,345.87,43.0,261.4,-0.11345497131388049,High
Dhaka,2026-02-05 13:21:22.505492,121.46,201.39,18.89,185.1,-0.029596566775294986,Medium
Dhaka,2026-02-07 13:21:22.505492,111.66,196.65,0.0,180.0,-0.04453012998660033,Medium
Dhaka,2026-02-20 13:21:22.505492,104.16,162.21,3.65,176.1,-0.03372636198764045,Medium
Dhaka,2026-02-23 13:21:22.505492,106.81,192.22,5.97,177.5,-0.017748461093545553,Medium
Dhaka,2026-02-25 13:21:22.505492,96.92,155.8,59.66,172.4,-0.0043389939471485395,Medium
Dhaka,2026-03-03 13:21:22.505492,120.0,211.64,41.53,184.3,-0.006207628528077991,Medium
Dhaka,2026-03-05 13:21:22.505492,125.34,219.19,59.0,187.1,-0.024878415030554657,Medium
Dhaka,2026-03-06 13:21:22.505492,98.07,172.12,59.86,173.0,-0.008472537146445247,Medium
Dhaka,2026-03-09 13:21:22.505492,96.49,173.31,83.45,172.2,-0.002542703726329032,Medium
Dhaka,2026-03-11 13:21:22.505492,223.25,372.12,31.85,273.1,-0.10670199602041552,High
Dhaka,2026-03-13 13:21:22.505492,112.02,181.22,4.26,180.2,-0.012404570157436012,Medium
Dhaka,2026-03-14 01:21:22.505492,188.44,279.22,38.6,238.6,-0.11429823516372817,High
Dhaka,2026-03-17 07:21:22.505492,97.99,171.52,66.38,172.9,-0.009378828474292722,Medium
Dhaka,2026-03-18 01:21:22.505492,208.79,322.79,48.2,258.8,-0.11534860728043328,High
Dhaka,2026-03-18 13:21:22.505492,107.09,176.72,60.52,177.6,-0.0298193862595012,Medium
Dhaka,2026-03-18 19:21:22.505492,95.08,148.21,0.0,171.4,-0.012868483031226674,Medium
Dhaka,2026-03-22 13:21:22.505492,103.72,185.27,65.33,175.9,-0.005515179953975213,Medium
Dhaka,2026-03-26 13:21:22.505492,100.67,172.67,0.0,174.3,-0.06995103079830678,Medium
Dhaka,2026-03-26 19:21:22.505492,113.97,178.56,76.34,181.2,-0.04730864423640535,Medium
Dhaka,2026-03-31 07:21:22.505492,124.39,183.15,40.81,186.6,-0.0203093939994351,Medium
Dhaka,2026-04-04 01:21:22.505492,114.05,192.59,55.55,181.2,-0.004931397866095755,Medium
Dhaka,2026-04-05 07:21:22.505492,115.93,174.63,58.29,182.2,-0.032803769439683994,Medium
Dhaka,2026-04-06 01:21:22.505492,113.33,178.75,59.8,180.9,-0.0005215245891785347,Medium
Dhaka,2026-04-13 07:21:22.505492,114.14,192.26,48.88,181.3,-0.0040750193317058425,Medium
Dhaka,2026-04-17 07:21:22.505492,91.01,160.01,50.6,169.3,-0.02271256996335136,Medium
Dhaka,2026-04-18 13:21:22.505492,127.64,218.64,33.98,188.3,-0.01973350565591936,Medium
Dhaka,2026-04-20 01:21:22.505492,209.44,358.63,37.13,259.4,-0.13564249471615186,High
Dhaka,2026-04-20 07:21:22.505492,110.68,198.03,57.81,179.5,-0.04738852558563522,Medium
Dhaka,2026-04-20 13:21:22.505492,91.86,165.09,59.54,169.8,-0.0006059518670095132,Medium
Dhaka,2026-04-21 07:21:22.505492,81.72,145.14,0.0,164.5,-0.01245512777655633,Medium
Dhaka,2026-04-25 13:21:22.505492,98.7,170.39,6.31,173.3,-0.04693386251543141,Medium
Dhaka,2026-04-25 19:21:22.505492,121.79,195.31,5.73,185.2,-0.038197311239487886,Medium
Dhaka,2026-04-29 13:21:22.505492,126.12,213.35,44.32,187.5,-0.006495778829161858,Medium
Dhaka,2026-05-02 07:21:22.505492,96.6,144.27,61.87,172.2,-0.016236507329440153,Medium
Dhaka,2026-05-02 13:21:22.505492,121.96,189.6,4.36,185.3,-0.05288936945611733,Medium
Dhaka,2026-05-03 07:21:22.505492,116.49,199.08,49.4,182.5,-0.026487983512147983,Medium
Dhaka,2026-05-05 13:21:22.505492,119.02,193.8,53.28,183.8,-0.003685935637387394,Medium
Dhaka,2026-05-07 01:21:22.505492,89.2,154.3,10.15,168.4,-0.013361127940768047,Medium
Dhaka,2026-05-07 13:21:22.505492,112.64,175.08,74.04,180.5,-0.020442102378506855,Medium
Dhaka,2026-05-08 07:21:22.505492,111.13,179.35,13.81,179.7,-0.026535683422277412,Medium
Dhaka,2026-05-09 13:21:22.505492,232.01,346.01,27.64,281.8,-0.10907822285967961,High
Dhaka,2026-05-12 13:21:22.505492,117.77,204.18,67.51,183.2,-0.05824367376439288,Medium
Dhaka,2026-05-13 13:21:22.505492,110.94,194.04,51.8,179.6,-0.00924049778017666,Medium
Dhaka,2026-05-17 13:21:22.505492,124.1,197.27,33.89,186.4,-0.0026224586153226204,Medium
Dhaka,2026-05-21 07:21:22.505492,98.73,152.49,29.79,173.3,-0.009089859591498883,Medium
Dhaka,2026-05-23 13:21:22.505492,133.4,192.66,45.93,191.2,-0.018910061875398232,Medium
Dhaka,2026-05-24 07:21:22.505492,115.47,199.7,17.55,182.0,-0.05473235491558215,Medium
Dhaka,2026-05-26 13:21:22.505492,97.77,174.26,38.58,172.8,-0.016790758179413445,Medium
Dhaka,2026-05-28 13:21:22.505492,97.32,149.0,69.25,172.6,-0.021362833100232903,Medium
Karachi,2025-06-02 13:21:22.505492,98.64,163.04,66.29,173.3,-0.012011937248902926,Medium
Karachi,2025-06-04 19:21:22.505492,81.65,144.8,50.27,164.5,-0.01868626240435567,Medium
Karachi,2025-06-08 07:21:22.505492,193.89,301.77,26.59,244.0,-0.10683334870010386,High
Karachi,2025-06-23 19:21:22.505492,188.76,333.74,6.87,238.9,-0.11586295557483184,High
Karachi,2025-06-24 13:21:22.505492,203.07,336.2,58.75,253.1,-0.09770983176998094,Medium
Karachi,2025-07-09 07:21:22.505492,204.86,303.58,30.85,254.9,-0.10090712351540732,High
Karachi,2025-07-10 19:21:22.505492,211.49,362.92,37.27,261.4,-0.098902000582757,Medium
Karachi,2025-07-14 07:21:22.505492,192.89,346.07,16.78,243.0,-0.12047801695677618,High
Karachi,2025-07-22 19:21:22.505492,204.64,331.7,60.75,254.7,-0.12184379273706836,High
Karachi,2025-07-27 01:21:22.505492,166.75,277.56,35.45,217.1,-0.07425166460013422,Medium
Karachi,2025-07-28 07:21:22.505492,203.37,349.8,55.32,253.4,-0.10974080243499451,High
Karachi,2025-08-07 19:21:22.505492,164.25,281.34,35.65,214.6,-0.07247465272294706,Medium
Karachi,2025-08-12 19:21:22.505492,194.23,282.84,45.72,244.3,-0.106005919617286,High
Karachi,2025-08-25 13:21:22.505492,178.45,291.25,38.65,228.7,-0.09114118563141915,Medium
Karachi,2025-08-28 19:21:22.505492,172.95,305.64,56.3,223.3,-0.10878874963732232,High
Karachi,2025-09-07 07:21:22.505492,176.63,286.73,51.48,226.9,-0.09375302811987674,Medium
Karachi,2025-09-11 19:21:22.505492,175.66,312.54,47.76,225.9,-0.10460738372381184,High
Karachi,2025-09-21 19:21:22.505492,173.34,282.08,39.3,223.6,-0.06536684636616696,Medium
Karachi,2025-10-03 19:21:22.505492,170.38,291.52,36.94,220.7,-0.0786501183436471,Medium
Karachi,2025-10-04 13:21:22.505492,177.69,260.73,55.92,227.9,-0.0885992858834247,Medium
Karachi,2025-10-05 13:21:22.505492,179.74,255.05,32.85,230.0,-0.08848184445678164,Medium
Karachi,2025-10-14 13:21:22.505492,75.69,133.34,0.0,161.4,-0.007468189489842292,Medium
Karachi,2025-10-15 01:21:22.505492,176.42,307.32,36.35,226.7,-0.08469623723730835,Medium
Karachi,2025-10-16 13:21:22.505492,63.29,112.07,31.85,155.0,-0.006477167346349844,Medium
Karachi,2025-10-30 19:21:22.505492,168.93,260.29,71.59,219.3,-0.10033308486942105,High
Karachi,2025-11-18 19:21:22.505492,147.89,259.49,33.05,198.7,-0.055553242688656135,Medium
Karachi,2025-11-20 07:21:22.505492,180.08,258.56,71.45,230.3,-0.0829343037561735,Medium
Karachi,2025-11-27 13:21:22.505492,194.01,278.08,19.85,244.1,-0.09679090567015103,Medium
Karachi,2025-12-16 01:21:22.505492,182.79,265.28,51.18,233.0,-0.07619816243256594,Medium
Karachi,2025-12-23 19:21:22.505492,183.91,288.91,62.2,234.1,-0.11893856152938154,High
Karachi,2025-12-24 13:21:22.505492,189.5,291.96,47.89,239.7,-0.09909899218997698,Medium
Karachi,2026-01-16 19:21:22.505492,89.97,161.5,17.08,168.8,-0.02490805635741533,Medium
Karachi,2026-01-21 01:21:22.505492,186.42,275.22,38.54,236.6,-0.09934178438066599,Medium
Karachi,2026-02-02 13:21:22.505492,105.26,162.64,62.35,176.7,-0.009953041874856794,Medium
Karachi,2026-02-07 01:21:22.505492,188.56,276.02,25.66,238.7,-0.09029779057182719,Medium
Karachi,2026-02-14 13:21:22.505492,113.57,171.97,18.31,181.0,-0.011587831472933185,Medium
Karachi,2026-02-22 07:21:22.505492,184.12,262.35,34.24,234.3,-0.0798570651136008,Medium
Karachi,2026-02-22 19:21:22.505492,111.02,197.54,18.4,179.7,-3.4763053437636415e-05,Medium
Karachi,2026-02-24 13:21:22.505492,99.29,159.25,54.58,173.6,-0.018184555406733804,Medium
Karachi,2026-02-25 13:21:22.505492,111.77,201.08,59.93,180.1,-0.006524563952680862,Medium
Karachi,2026-02-26 13:21:22.505492,206.12,371.01,34.77,256.1,-0.1091420951984915,High
Karachi,2026-03-01 01:21:22.505492,177.34,266.14,31.43,227.6,-0.08688572446881748,Medium
Karachi,2026-03-01 19:21:22.505492,94.34,163.04,74.54,171.1,-0.0017227109449777789,Medium
Karachi,2026-03-04 13:21:22.505492,215.87,320.69,35.25,265.8,-0.10464169769431708,High
Karachi,2026-03-05 13:21:22.505492,92.12,165.49,8.44,169.9,-0.047557536179524185,Medium
Karachi,2026-03-19 01:21:22.505492,193.67,281.94,40.26,243.8,-0.10427393495318671,High
Karachi,2026-03-19 13:21:22.505492,124.59,223.11,32.61,186.7,-0.04959116954881093,Medium
Karachi,2026-03-20 13:21:22.505492,113.61,184.87,35.13,181.0,-0.01532806829950617,Medium
Karachi,2026-03-21 07:21:22.505492,217.32,338.29,65.25,267.2,-0.1342395676031024,High
Karachi,2026-03-25 13:21:22.505492,111.91,199.68,61.02,180.1,-0.0328115600193043,Medium
Karachi,2026-03-28 01:21:22.505492,189.87,305.46,38.45,240.0,-0.08757340278569614,Medium
Karachi,2026-03-29 07:21:22.505492,201.08,315.75,9.12,251.1,-0.12384299564643131,High
Karachi,2026-03-29 13:21:22.505492,123.54,219.85,47.14,186.1,-0.041121387270933396,Medium
Karachi,2026-04-04 01:21:22.505492,184.07,291.87,59.44,234.3,-0.09529834267281356,Medium
Karachi,2026-04-05 01:21:22.505492,103.15,160.07,48.68,175.6,-0.00318200253836165,Medium
Karachi,2026-04-06 13:21:22.505492,116.14,185.89,53.73,182.3,-0.0012077595749346859,Medium
Karachi,2026-04-09 01:21:22.505492,210.38,367.31,58.95,260.3,-0.1135689166764503,High
Karachi,2026-04-09 13:21:22.505492,112.11,193.15,55.3,180.2,-0.04580174700104689,Medium
Karachi,2026-04-10 19:21:22.505492,115.66,204.35,38.81,182.1,-0.011789547071685003,Medium
Karachi,2026-04-13 07:21:22.505492,208.05,365.62,52.01,258.0,-0.11095896070690014,High
Karachi,2026-04-13 13:21:22.505492,114.58,201.68,34.13,181.5,-0.020003318297072914,Medium
Karachi,2026-04-18 13:21:22.505492,221.48,332.8,40.16,271.3,-0.10442744806597559,High
Karachi,2026-04-25 07:21:22.505492,101.3,153.86,32.8,174.6,-0.002143394426691869,Medium
Karachi,2026-04-25 13:21:22.505492,193.11,318.2,48.35,243.2,-0.11928721791519892,High
Karachi,2026-04-26 01:21:22.505492,99.82,156.04,68.28,173.9,-0.00657323219550221,Medium
Karachi,2026-04-29 13:21:22.505492,227.59,409.49,21.66,277.4,-0.13615905724292854,High
Karachi,2026-05-04 19:21:22.505492,199.1,321.57,51.32,249.2,-0.12227631395019334,High
Karachi,2026-05-07 13:21:22.505492,110.95,180.18,58.67,179.6,-0.005988917079487344,Medium
Karachi,2026-05-08 01:21:22.505492,74.89,121.53,2.05,161.0,-0.0013808094718673614,Medium
Karachi,2026-05-14 13:21:22.505492,99.87,178.33,60.75,173.9,-0.0018317379097793074,Medium
Karachi,2026-05-16 13:21:22.505492,116.65,195.63,54.19,182.6,-0.008858708215259359,Medium
Karachi,2026-05-16 19:21:22.505492,197.76,300.49,25.1,247.8,-0.10183132762207259,High
Karachi,2026-05-17 07:21:22.505492,105.13,179.19,26.0,176.6,-0.0006236742040700571,Medium
Karachi,2026-05-18 07:21:22.505492,105.78,163.46,13.54,177.0,-0.008148793276821609,Medium
Karachi,2026-05-20 01:21:22.505492,63.53,101.87,80.99,155.1,-0.00960072573897619,Medium
Karachi,2026-05-20 19:21:22.505492,202.87,284.97,41.08,252.9,-0.0889307121833246,Medium
Karachi,2026-05-24 13:21:22.505492,221.43,310.79,44.29,271.3,-0.1297165597200174,High
Karachi,2026-05-24 19:21:22.505492,172.62,273.03,38.71,222.9,-0.10703776475696569,High
Karachi,2026-05-25 13:21:22.505492,111.85,201.05,76.29,180.1,-0.024571230407825828,Medium
Bangkok,2025-06-25 13:21:22.505492,129.24,226.99,23.31,189.1,-0.02994315002101844,Medium
Bangkok,2025-07-04 01:21:22.505492,36.67,52.38,66.1,103.9,-0.0009538180104092797,Medium
Bangkok,2025-07-14 13:21:22.505492,114.07,202.22,64.02,181.2,-0.039312410029073486,Medium
Bangkok,2025-07-22 13:21:22.505492,128.1,184.05,45.15,188.5,-0.0023262025920708362,Medium
Bangkok,2025-07-26 07:21:22.505492,113.37,190.63,67.79,180.9,-0.016778635354640747,Medium
Bangkok,2025-09-09 13:21:22.505492,110.03,156.73,9.0,179.2,-0.022197248167535766,Medium
Bangkok,2025-09-21 19:21:22.505492,18.53,28.38,45.43,64.5,-0.00853991395889453,Medium
Bangkok,2025-09-30 07:21:22.505492,97.6,173.61,79.72,172.7,-0.06021569827548279,Medium
Bangkok,2025-09-30 19:21:22.505492,26.96,40.42,53.3,82.3,-0.0002079281041827974,Medium
Bangkok,2025-11-08 01:21:22.505492,88.78,158.9,22.5,168.2,-0.015306397202026645,Medium
Bangkok,2025-11-18 13:21:22.505492,106.85,166.06,81.75,177.5,-0.04006725161974645,Medium
Bangkok,2026-01-24 01:21:22.505492,114.85,179.93,7.57,181.6,-0.03558201851094034,Medium
Bangkok,2026-02-05 07:21:22.505492,126.42,221.4,28.21,187.6,-0.05100760668968096,Medium
Bangkok,2026-02-12 07:21:22.505492,115.28,198.91,54.23,181.9,-0.0018213115323910678,Medium
Bangkok,2026-02-22 01:21:22.505492,126.82,209.01,39.72,187.8,-0.021872124995315656,Medium
Bangkok,2026-03-09 07:21:22.505492,119.98,210.27,3.52,184.3,-0.03891138165711938,Medium
Bangkok,2026-03-21 19:21:22.505492,124.35,218.97,59.74,186.5,-0.017721224686779613,Medium
Bangkok,2026-03-23 19:21:22.505492,129.26,196.9,36.09,189.1,-0.017334566689597986,Medium
Bangkok,2026-04-08 19:21:22.505492,127.9,191.12,69.73,188.4,-0.04019419960105586,Medium
Bangkok,2026-04-17 13:21:22.505492,132.87,197.16,22.34,190.9,-0.007252740598068019,Medium
Bangkok,2026-04-19 19:21:22.505492,125.38,195.35,30.05,187.1,-0.0029163773638281043,Medium
Bangkok,2026-05-03 13:21:22.505492,135.31,194.93,62.3,192.2,-0.056137535419541584,Medium
Bangkok,2026-05-20 19:21:22.505492,142.67,229.98,30.66,196.0,-0.049628275877749095,Medium
Jakarta,2025-05-30 13:21:22.505492,81.5,139.72,45.03,164.4,-0.006997104797959786,Medium
Jakarta,2025-06-06 19:21:22.505492,146.41,223.75,45.81,197.9,-0.040871975711389896,Medium
Jakarta,2025-06-10 07:21:22.505492,150.23,233.08,32.63,199.9,-0.042444887351093086,Medium
Jakarta,2025-07-02 01:21:22.505492,153.84,270.32,24.08,204.3,-0.08369360554801097,Medium
Jakarta,2025-07-05 13:21:22.505492,147.34,245.64,9.37,198.4,-0.08143093260421419,Medium
Jakarta,2025-07-13 19:21:22.505492,127.14,194.41,39.7,188.0,-0.02451424473444319,Medium
Jakarta,2025-07-16 07:21:22.505492,144.67,245.28,31.91,197.0,-0.0337443699738994,Medium
Jakarta,2025-08-02 19:21:22.505492,124.97,224.72,54.36,186.9,-0.039058421929114795,Medium
Jakarta,2025-08-13 01:21:22.505492,118.64,195.38,59.85,183.6,-0.03244269556591861,Medium
Jakarta,2025-08-29 13:21:22.505492,139.61,225.17,32.71,194.4,-0.03399888396284767,Medium
Jakarta,2025-09-17 01:21:22.505492,120.5,207.36,27.27,184.6,-0.026070046069494257,Medium
Jakarta,2025-09-20 19:21:22.505492,24.45,41.09,64.44,77.0,-0.008568383088723208,Medium
Jakarta,2025-10-02 13:21:22.505492,141.04,221.67,33.86,195.2,-0.015572255192910944,Medium
Jakarta,2025-10-13 13:21:22.505492,142.25,244.94,44.84,195.8,-0.0462706641331907,Medium
Jakarta,2025-11-14 13:21:22.505492,53.05,77.23,21.04,144.2,-0.016092309962197793,Medium
Jakarta,2025-12-03 13:21:22.505492,129.76,183.01,60.0,189.3,-0.03778571315617418,Medium
Jakarta,2025-12-09 13:21:22.505492,128.58,214.23,19.58,188.7,-0.030511457165721234,Medium
Jakarta,2026-01-02 07:21:22.505492,153.63,215.66,42.42,204.1,-0.01564268872071084,Medium
Jakarta,2026-01-22 07:21:22.505492,55.22,93.02,68.32,149.6,-0.00935456945892521,Medium
Jakarta,2026-02-04 19:21:22.505492,150.66,214.89,31.82,201.2,-0.04086859469806725,Medium
Jakarta,2026-02-28 19:21:22.505492,152.81,226.41,36.6,203.3,-0.020177429101899902,Medium
Jakarta,2026-03-11 07:21:22.505492,154.6,265.67,21.46,205.1,-0.061066288161151006,Medium
Jakarta,2026-03-15 07:21:22.505492,138.77,199.72,36.18,194.0,-0.012039862785512612,Medium
Jakarta,2026-03-16 07:21:22.505492,153.93,262.6,48.96,204.4,-0.06408380843177397,Medium
Jakarta,2026-03-20 01:21:22.505492,144.05,236.07,34.02,196.7,-0.05293130508842847,Medium
Jakarta,2026-03-24 19:21:22.505492,151.65,266.36,72.64,202.1,-0.1047312223306972,High
Jakarta,2026-03-31 13:21:22.505492,155.08,251.93,11.78,205.5,-0.08536913601091067,Medium
Jakarta,2026-04-07 19:21:22.505492,149.99,264.29,35.72,199.8,-0.049362614290589524,Medium
Jakarta,2026-04-10 07:21:22.505492,138.92,247.06,55.71,194.1,-0.06517058217065252,Medium
Jakarta,2026-04-10 19:21:22.505492,157.16,238.59,9.5,207.6,-0.07383869787654496,Medium
Jakarta,2026-04-14 01:21:22.505492,135.52,227.22,40.16,192.3,-0.034566911370132125,Medium
Jakarta,2026-04-15 13:21:22.505492,150.26,250.56,10.34,199.9,-0.0816923385992514,Medium
Jakarta,2026-04-21 19:21:22.505492,146.77,222.87,39.25,198.1,-0.027696278801698226,Medium
Jakarta,2026-04-26 13:21:22.505492,151.26,238.53,44.62,201.7,-0.05049416722915068,Medium
Jakarta,2026-04-29 13:21:22.505492,173.26,290.76,47.17,223.6,-0.10288051390376451,High
Jakarta,2026-05-15 01:21:22.505492,136.97,240.86,25.31,193.1,-0.0591407360426337,Medium
Jakarta,2026-05-17 13:21:22.505492,154.63,255.78,28.69,205.1,-0.09213260839081627,Medium
Jakarta,2026-05-20 07:21:22.505492,150.84,240.23,55.24,201.3,-0.07594066828318335,Medium
Jakarta,2026-05-20 13:21:22.505492,144.31,253.52,53.98,196.9,-0.07525337611336047,Medium
Jakarta,2026-05-21 13:21:22.505492,166.74,264.14,54.63,217.1,-0.07756687367374471,Medium
Jakarta,2026-05-26 07:21:22.505492,67.09,111.42,73.02,157.0,-0.0047178496582486185,Medium
Sydney,2025-07-07 01:21:22.505492,1.06,1.83,59.71,4.4,-0.004720345310589624,Medium
Sydney,2025-07-17 19:21:22.505492,7.57,13.06,14.58,31.5,-0.001830614793663532,Medium
Sydney,2025-08-11 01:21:22.505492,1.0,1.66,17.04,4.2,-0.033226323677291725,Medium
Sydney,2025-08-15 01:21:22.505492,1.0,1.61,64.87,4.2,-0.009055409884234922,Medium
Sydney,2025-08-16 01:21:22.505492,1.0,1.57,8.18,4.2,-0.013780362714237548,Medium
Sydney,2025-09-12 01:21:22.505492,1.0,1.57,44.52,4.2,-0.0019909641580712067,Medium
